chr	start	end	strand	gene_id	gene_name	cell_cycle_low_confidence	cell_cycle_high_confidence	Campbell_2020_cell_cycle_phase	Spellman_1998_cell_cycle_phase	Lichtenberg_2004_cell_cycle_phase	chan_half_life_av	chan_half_life_rep1	chan_half_life_rep2	Ho_cluster	kubik_-1nucleosome	Luisa_annotation	RPB	DECAY	Histones	metzlraz_cor_SC	metzlraz_cor_Pi	metzlraz_cor_N	metzlraz_cor_genetic_perturbations	metzlraz_cor_environmental_perturbations	metzlraz_EG_SC	metzlraz_EG_genetic_pertubation	metzlraz_EG_enviromental_pertubation	miller_half_life	miller_synth_rate	neymotin_deg_rate	neymotin_half_life	neymotin_threhold	neymotin_abundance	neymotin_synth_rate	rhee_TATAbox_class	rhee_TAF_class	verifed_ORF
chrXVI	377147	378448	-	YPL090C	RPS6A	TRUE	NA	S	NA	NA	14.46119903	14.83988423	14.08251383	RP cluster	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.281027871	-0.303456933	-0.149469048	40.84	196.76	NA	NA	NA	NA	NA	TATA-containing	TAF1-enriched	TRUE
chrXII	579220	581799	-	YLR222C	UTP13	TRUE	NA	S	NA	NA	1.936897687	2.037778028	1.836017346	PAC cluster	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.158856547	-0.337336176	-0.452517765	14.43	34.79	0.1165	6.3	1	5.163	0.602	TATA-less	TAF1-enriched	TRUE
chrIX	289151	290110	-	YIL034C	CAP2	TRUE	NA	G2_M	NA	NA	10.4517988	9.444349603	11.45924799	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.743561025	0.129640294	-0.103402887	22.37	14.47	0.0676	11.4	1	9.137	0.618	TATA-less	TAF1-enriched	TRUE
chrXVI	749157	751961	-	YPR112C	MRD1	TRUE	NA	S	NA	NA	3.129959161	3.227548687	3.032369634	PAC cluster	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.295646798	-0.330841846	-0.159482853	9.49	22.11	0.1189	6.2	1	4.996	0.594	TATA-less	TAF1-enriched	TRUE
chrII	581582	582200	-	YBR173C	UMP1	TRUE	NA	G2_M	NA	NA	10.77765025	8.893238463	12.66206204	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.072498594	0.189545649	0.125602259	9.87	27.79	0.0862	8.7	1	10.42	0.898	TATA-less	TAF1-enriched	TRUE
chrIV	107089	111159	+	YDL195W	SEC31	TRUE	NA	G1	NA	NA	6.542853306	6.041479048	7.044227563	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.149334073	0.036445624	-0.298393993	13.13	20.83	NA	NA	NA	NA	NA	TATA-less	TAF1-enriched	TRUE
chrI	126837	128102	-	YAL015C	NTG1	TRUE	NA	G2_M	NA	NA	7.348376628	7.099147448	7.597605807	NA	stable		NA	NA	NA	-0.019324288	0.0197601	-0.069336165	-0.20500425	-0.105251395	0.15055146	0.225630355	0.120023526	15.5	3.08	0.0802	9.5	1	4.298	0.345	NA	NA	TRUE
chrX	689362	690588	-	YJR139C	HOM6	TRUE	NA	G2_M	NA	NA	20.81137045	20.3272835	21.29545739	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.196571535	0.064180954	-0.177440721	104.98	37.2	NA	NA	NA	NA	NA	TATA-less	TAF1-enriched	TRUE
chrXI	345963	346803	-	YKL049C	CSE4	TRUE	NA	S	NA	NA	2.689399776	2.754534129	2.624265422	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.260387794	0.072782877	0.148311535	3.13	16.91	0.0774	9.8	1	2.367	0.183	TATA-less	TAF1-enriched	TRUE
chrIV	198563	199770	-	YDL144C	YDL144C	TRUE	NA	G2_M	NA	NA	8.385301888	7.821633819	8.948969956	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.025646999	-0.032292923	NA	20.98	6.82	0.0715	10.7	1	2.72	0.195	TATA-less	TAF1-enriched	TRUE
chrIX	256135	257109	-	YIL052C	RPL34B	TRUE	NA	S	NA	NA	16.46309971	20.97916762	11.9470318	RP cluster	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.198096124	-0.277788967	-0.374635265	27.96	153.52	0.0147	89.4	1	114.7	1.686	TATA-less	TAF1-enriched	TRUE
chrXIV	508595	510255	-	YNL062C	GCD10	TRUE	NA	S	NA	NA	3.686273369	3.455243226	3.917303512	PAC cluster	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.378244883	-0.423319712	-0.403757727	14.79	24.07	0.0534	14.9	1	2.479	0.132	TATA-less	TAF1-enriched	TRUE
chrII	127754	132201	-	YBL047C	EDE1	TRUE	NA	G2_M	NA	NA	6.302759109	5.813771046	6.791747171	NA	fragile		NA	NA	NA	0.169175918	0.084939946	0.121440685	0.507404665	0.265001651	0.068424048	0.020437662	0.175490016	28.75	16.47	NA	NA	NA	NA	NA	TATA-less	TAF1-enriched	TRUE
chrIV	715477	716650	-	YDR130C	FIN1	TRUE	NA	S	S/G2	NA	2.955360634	2.115068423	3.795652844	NA	stable		NA	NA	NA	-0.108328208	-0.022178839	-0.100708302	-0.198739396	-0.128150354	NA	0.070231907	0.067300341	5.86	6.59	0.0848	8.9	1	0.9648	0.082	TATA-less	TAF1-depleted	TRUE
chrXIII	522121	523445	-	YMR127C	SAS2	TRUE	NA	G1	NA	NA	2.341507749	1.446121931	3.236893567	NA	stable		NA	NA	NA	0.109157379	0.103089394	0.113389293	-0.056283983	-0.01055955	-0.391614727	-0.186884564	0.029039254	6.88	9.62	0.0429	19.2	1	1.424	0.061	TATA-less	TAF1-enriched	TRUE
chrV	363075	363837	+	YER102W	RPS8B	TRUE	NA	S	NA	NA	17.54053754	17.52489765	17.55617743	RP cluster	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.078071669	NA	-0.686619525	40.55	166.13	0.0186	59.1	1	52.14	0.97	TATA-less	TAF1-enriched	TRUE
chrXV	94713	96429	-	YOL119C	MCH4	TRUE	NA	G2_M	G2/M	NA	4.862116662	4.76156523	4.962668093	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.804434909	0.511612364	0.082719646	19.62	8.8	0.0765	10	1	6.794	0.52	TATA-less	TAF1-depleted	TRUE
chrXIV	505724	507272	-	YNL064C	YDJ1	TRUE	NA	S	NA	NA	7.21586799	6.805511369	7.62622461	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	1.917374655	-0.08084603	0.055303176	27.26	74.14	0.0715	10.7	1	23.67	1.692	TATA-less	TAF1-enriched	TRUE
chrV	192469	194311	+	YER019W	ISC1	TRUE	NA	G1	G1	NA	4.859663455	4.680347792	5.038979117	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.385118145	0.029662112	-0.107748854	14.2	10.86	0.0689	11.2	1	3.034	0.209	TATA-less	TAF1-depleted	TRUE
chrVII	95811	97140	+	YGL209W	MIG2	TRUE	NA	G2_M	G2/M	NA	NA	1.71526628	NA	NA	fragile		NA	NA	NA	-0.081730268	-0.05237418	-0.087132045	-0.291085623	-0.204529602	-0.595974228	-0.202438486	0.183335363	4.02	16.6	0.4821	1.5	1	14.51	6.996	TATA-containing	TAF1-depleted	TRUE
chrVII	641980	643096	+	YGR080W	TWF1	TRUE	NA	G2_M	NA	NA	7.177878966	5.632436659	8.723321272	NA	stable		NA	NA	NA	0.058869419	0.03736764	0.00283362	-0.152172202	-0.059668983	0.087170765	0.302806508	-0.14244427	11.21	5.29	0.0758	10.1	1	6.018	0.456	TATA-less	TAF1-enriched	TRUE
chrV	324180	325990	-	YER082C	UTP7	TRUE	NA	S	NA	NA	3.791048765	3.516253218	4.065844311	PAC cluster	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.272492153	-0.279814673	-0.20881537	12.76	22.85	0.1097	6.7	1	4.055	0.445	TATA-containing	TAF1-enriched	TRUE
chrXVI	577415	581238	-	YPR010C	RPA135	TRUE	NA	S	NA	NA	5.198955886	5.06947406	5.328437711	PAC cluster	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.062203484	-0.483053047	-0.455995299	32.59	51.59	NA	NA	NA	NA	NA	TATA-less	TAF1-enriched	TRUE
chrXVI	701984	703973	-	YPR081C	GRS2	TRUE	NA	G2_M	NA	NA	5.041216881	4.459215931	5.623217831	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.422275989	0.129870921	0.323633992	10.77	2.35	0.0795	9.5	1	1.564	0.124	NA	NA	TRUE
chrXV	900164	901236	-	YOR312C	RPL20B	TRUE	NA	S	NA	NA	13.57285637	13.85540901	13.29030372	RP cluster	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.035037895	-0.1529538	-0.494008251	39.44	132.96	NA	NA	NA	NA	NA	TATA-less	TAF1-enriched	TRUE
chrIV	167698	169202	+	YDL161W	ENT1	TRUE	NA	G1	NA	NA	4.682060583	3.817460148	5.546661017	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.095974317	0.078537159	0.170584156	8.92	10.62	0.0959	7.8	1	4.162	0.399	TATA-less	TAF1-enriched	TRUE
chrVI	101545	103187	-	YFL018C	LPD1	TRUE	NA	G2_M	NA	NA	9.913681656	9.151269582	10.67609373	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.209490639	0.210861748	0.314181951	53.45	21.74	0.0498	16.1	1	21.51	1.071	TATA-containing	TAF1-depleted	TRUE
chrIV	283375	284521	+	YDL099W	BUG1	TRUE	NA	G1	NA	NA	3.824853701	3.091525889	4.558181512	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.651917345	0.077790026	0.135704826	9.03	25.65	0.0803	9.4	1	15.77	1.266	NA	NA	TRUE
chrII	666606	668396	-	YBR222C	PCS60	TRUE	NA	G2_M	NA	NA	6.535011815	6.233499989	6.83652364	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.653287186	0.048125048	0.27022113	20.64	7.71	0.0784	9.7	1	4.795	0.376	TATA-containing	TAF1-depleted	TRUE
chrXI	228809	229933	-	YKL110C	KTI12	TRUE	NA	S	NA	NA	4.150748548	3.732417103	4.569079992	PAC cluster	NA		NA	NA	NA	0.18297991	0.123664444	0.197818943	0.249163438	0.175916167	0.275218462	-0.165563002	-0.228151113	12.41	16.69	0.0603	13	1	5.035	0.304	TATA-less	TAF1-enriched	TRUE
chrVII	648288	648947	-	YGR085C	RPL11B	TRUE	NA	S	NA	NA	11.71262193	11.23918598	12.18605787	RP cluster	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.036370054	-0.124407177	-0.753941112	32.46	182.54	0.024	40.5	1	58.26	1.398	TATA-less	TAF1-depleted	TRUE
chrIV	612051	613366	+	YDR083W	RRP8	TRUE	NA	S	NA	NA	4.502187505	3.959582998	5.044792011	PAC cluster	stable		NA	NA	NA	-0.049617161	-0.022621419	0.038668492	0.254521792	0.164725897	-0.264615695	-0.469722421	-0.506758634	10.09	31.72	0.0559	14.1	1	4.746	0.265	TATA-less	TAF1-depleted	TRUE
chrXVI	868484	870034	-	YPR163C	TIF3	TRUE	NA	S	NA	NA	7.742937286	7.09461158	8.391262991	PAC cluster	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.248493366	-0.355360819	0.092597611	37.35	35.79	0.0504	15.9	1	24.32	1.226	TATA-less	TAF1-enriched	TRUE
chrII	423754	424889	+	YBR087W	RFC5	TRUE	NA	G1	G1	NA	4.06431468	4.155288397	3.973340963	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.512445538	-0.142910664	-0.42893581	12.21	14.1	0.0282	32.6	1	4.593	0.13	TATA-less	TAF1-enriched	TRUE
chrIII	60725	61218	-	YCL035C	GRX1	TRUE	NA	G2_M	NA	NA	11.20368443	6.397236577	16.01013229	iESR cluster	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.011290144	0.724691801	-0.157073427	28.05	15.56	0.0266	35.1	1	39.4	1.048	TATA-containing	TAF1-depleted	TRUE
chrXVI	527513	528948	+	YPL014W	YPL014W	TRUE	NA	G1	M/G1	NA	4.049834763	4.083841667	4.015827858	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.021931809	NA	NA	NA	0.2743	2.6	1	3.326	0.912	TATA-containing	TAF1-depleted	TRUE
chrXIII	551895	553005	+	YMR143W	RPS16A	TRUE	NA	S	NA	NA	18.22206287	19.55114789	16.89297784	PAC cluster	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.133752093	-0.141681962	-0.280834444	27.13	163.36	NA	NA	NA	NA	NA	TATA-less	TAF1-enriched	TRUE
chrIV	713194	715428	-	YDR129C	SAC6	TRUE	NA	G2_M	NA	NA	10.2100026	9.158959646	11.26104555	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.081080289	0.066538676	0.168822368	40.24	21.4	0.0709	10.8	1	11.05	0.783	TATA-less	TAF1-enriched	TRUE
chrXIV	629437	631180	-	YNR001C	CIT1	TRUE	NA	G2_M	NA	NA	6.595799982	5.569189961	7.622410003	iESR cluster	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.244445105	0.69877611	0.27322104	18.53	32.74	0.0576	13.7	1	16.28	0.938	TATA-containing	TAF1-depleted	TRUE
chrII	680321	680700	+	YBR230W-A	YBR230W-A	TRUE	NA	G1	NA	NA	NA	NA	NA	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	1.612115212	NA	NA	24.48	4.93	0.068	11.3	0	1.382	0.094	NA	NA	NA
chrVII	35541	36827	+	YGL248W	PDE1	TRUE	NA	G2_M	NA	NA	4.103971141	4.057002694	4.150939588	iESR cluster	stable		NA	NA	NA	0.036336562	-0.006298799	0.055917278	0.236260961	0.177509033	0.228817166	0.53157178	0.305169431	8.66	13.11	0.0719	10.7	1	2.746	0.198	NA	NA	TRUE
chrIV	322195	323070	+	YDL075W	RPL31A	TRUE	NA	S	NA	NA	19.96063202	19.68779297	20.23347107	RP cluster	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.1398887	0.043564147	-0.800583957	25.63	204.82	NA	NA	NA	NA	NA	TATA-less	TAF1-enriched	TRUE
chrVII	299947	301538	+	YGL111W	NSA1	TRUE	NA	S	NA	NA	4.288697185	3.886985423	4.690408946	PAC cluster	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.44933357	-0.271601467	-0.205905864	11.15	34.28	0.0715	10.7	1	4.266	0.305	TATA-less	TAF1-enriched	TRUE
chrXVI	529723	533409	+	YPL012W	RRP12	TRUE	NA	S	NA	NA	3.739793933	3.47282992	4.006757946	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.010668444	-0.45662229	-0.264087868	12.08	41.06	0.1369	5.3	1	8.112	1.111	TATA-less	TAF1-enriched	TRUE
chrIV	1202106	1202577	+	YDR363W-A	SEM1	TRUE	NA	G2_M	NA	NA	NA	NA	NA	NA	fragile		NA	NA	NA	0.070184785	0.035183497	0.065016845	0.275418777	0.128601564	0.342322754	0.154024146	-0.073156852	10.99	42.58	0.0481	16.8	1	18.21	0.876	TATA-less	TAF1-enriched	TRUE
chrXII	316075	318121	+	YLR088W	GAA1	TRUE	NA	G1	NA	NA	3.64897037	3.41493288	3.88300786	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.008349629	0.022203756	-0.251258475	24.6	10.09	0.0558	14.2	1	3.484	0.194	TATA-containing	TAF1-enriched	TRUE
chrXV	722892	725326	+	YOR204W	DED1	TRUE	NA	S	NA	NA	4.393260321	4.265205152	4.521315489	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.377356673	-0.446833455	14.98	33.01	0.0874	8.6	1	16.14	1.411	TATA-containing	TAF1-depleted	TRUE
chrX	281074	283593	+	YJL082W	IML2	TRUE	NA	G2_M	NA	NA	3.949709525	2.586109235	5.313309815	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.189150749	0.289165101	3.3	12.96	0.0958	7.8	1	7.579	0.726	TATA-containing	TAF1-enriched	TRUE
chrXIV	220580	222487	-	YNL227C	JJJ1	TRUE	NA	S	NA	NA	3.949501797	3.694636663	4.20436693	PAC cluster	stable		NA	NA	NA	0.036044849	0.01133412	0.147966822	0.597992199	0.29415787	-0.203249934	-0.232462452	0.03920759	8.24	12.17	0.109	6.8	1	5.118	0.558	TATA-less	TAF1-enriched	TRUE
chrXIV	720935	723150	-	YNR053C	NOG2	TRUE	NA	S	NA	NA	1.51836917	1.342610963	1.694127376	PAC cluster	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.009976272	-0.379329146	-0.128109359	7.42	73.48	0.0755	10.1	1	8.184	0.618	TATA-containing	TAF1-depleted	TRUE
chrVIII	248373	249692	-	YHR075C	PPE1	TRUE	NA	G2_M	NA	NA	6.414326619	5.231268037	7.597385201	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.388240072	0.176923275	12.34	2.55	0.0487	16.6	1	1.733	0.084	NA	NA	TRUE
chrVII	468993	472325	-	YGL013C	PDR1	TRUE	NA	S	NA	NA	2.201801443	2.310249727	2.093353159	NA	fragile		NA	NA	NA	0.011115975	-0.052147209	0.108756909	0.46723601	0.246653532	0.240518423	0.078056646	0.197626962	4.02	27.33	0.1154	6.4	1	3.193	0.369	TATA-less	TAF1-enriched	TRUE
chrXIII	11394	13231	-	YML130C	ERO1	TRUE	NA	S	NA	NA	4.358847897	5.201521576	3.516174217	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	1.11426729	0.223809105	-0.297056769	14.48	26.31	0.0701	11	1	7.294	0.511	TATA-less	TAF1-enriched	TRUE
chrIV	1170152	1172024	-	YDR348C	YDR348C	TRUE	NA	G1	NA	NA	2.704937883	2.451769089	2.958106676	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.022641801	-0.005789902	NA	6.81	23.38	0.0892	8.4	1	4.748	0.424	TATA-less	TAF1-depleted	TRUE
chrIV	965810	967867	-	YDR255C	RMD5	TRUE	NA	G2_M	NA	NA	3.853048836	2.665656069	5.040441603	iESR cluster	stable		NA	NA	NA	0.081047081000000007	0.058199613	0.168145601	0.339656502	0.194596559	NA	0.387167015	-0.013342852	NA	NA	0.0958	7.8	1	0.7368	0.071	TATA-less	TAF1-enriched	TRUE
chrII	515653	517349	+	YBR139W	YBR139W	TRUE	NA	G2_M	G2/M	NA	5.732155015	5.305968602	6.158341428	iESR cluster	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.537981161	0.408415258	NA	27.93	8.37	0.0659	11.8	1	4.535	0.299	TATA-containing	TAF1-depleted	TRUE
chrIX	355814	356953	-	YIR001C	SGN1	TRUE	NA	G2_M	NA	NA	5.278370105	4.167154192	6.389586018	NA	stable		NA	NA	NA	0.040224365	0.027813396	0.065579958	-0.239295847	-0.114763738	NA	-0.108596032	-0.148064877	7.74	7.31	0.0938	8	1	2.574	0.241	TATA-less	TAF1-enriched	TRUE
chrXV	83779	85296	+	YOL125W	TRM13	TRUE	NA	S	NA	NA	3.223793204	3.199147755	3.248438653	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.192245066	-0.242591355	-0.046194294	12.8	8.06	0.053	15	1	3.104	0.165	TATA-less	TAF1-depleted	TRUE
chrIV	1469992	1470501	+	YDR511W	ACN9	TRUE	NA	G2_M	NA	NA	5.284519884	3.969006371	6.600033396	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.361510364	0.106939068	0.015239674	5.59	22.56	0.0276	33.5	0	2.694	0.074	TATA-less	TAF1-enriched	TRUE
chrXI	176735	178274	+	YKL143W	LTV1	TRUE	NA	S	NA	NA	3.955547604	4.322140271	3.588954937	PAC cluster	stable		NA	NA	NA	-0.055018297	-0.003278035	-0.041731771	0.04649866	4.26e-4	0.199159785	-0.412910235	-0.119752149	12.08	23.5	0.0808	9.4	1	4.014	0.324	TATA-less	TAF1-enriched	TRUE
chrIV	1388872	1393179	+	YDR464W	SPP41	TRUE	NA	S	NA	NA	2.442013972	2.199251301	2.684776642	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.196525892	-0.117891895	0.203503532	6.55	15.77	0.1259	5.8	1	2.938	0.37	TATA-less	TAF1-enriched	TRUE
chrIX	130329	131803	+	YIL122W	POG1	TRUE	NA	G2_M	G2/M	NA	1.492037844	1.390626855	1.593448833	NA	fragile		NA	NA	NA	0.183130623	0.138412959	0.158241074	0.180681095	0.057623393	NA	0.140767695	0.146114644	NA	NA	0.1231	6	1	1.62	0.199	TATA-less	TAF1-depleted	TRUE
chrXIII	144942	145937	-	YML064C	TEM1	TRUE	NA	S	G2/M	NA	1.97729153	2.570507705	1.384075354	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.195539759	-0.048364761	-0.251955894	4.34	15.09	0.0919	8.2	1	2.389	0.22	TATA-less	TAF1-depleted	TRUE
chrXI	465272	466201	-	YKR014C	YPT52	TRUE	NA	G2_M	NA	NA	7.512777204	6.241690596	8.783863812	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.109307317	0.190689616	0.245689319	13.19	18.88	0.0833	9.1	1	13.04	1.086	TATA-less	TAF1-enriched	TRUE
chrXIII	445408	448285	-	YMR089C	YTA12	TRUE	NA	G2_M	NA	NA	7.169931815	5.700992276	8.638871354	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.30659963	0.171606586	0.120841383	17.62	14.92	0.083	9.1	1	5.303	0.44	TATA-less	TAF1-depleted	TRUE
chrXVI	826717	828192	-	YPR148C	YPR148C	TRUE	NA	G2_M	NA	NA	7.098655521	5.874601612	8.322709429	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.331821936	0.205664098	NA	22.21	12.1	0.0514	15.6	1	4.873	0.251	TATA-less	TAF1-enriched	TRUE
chrVIII	126489	127620	+	YHR010W	RPL27A	TRUE	NA	S	NA	NA	NA	NA	NA	RP cluster	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.314479665	-0.081133417	-0.538796897	41.95	108.52	NA	NA	NA	NA	NA	TATA-less	TAF1-enriched	TRUE
chrXII	201846	202613	-	YLR029C	RPL15A	TRUE	NA	S	NA	NA	13.41883429	13.47738775	13.36028083	RP cluster	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.220796699	NA	0.042536872	40.7	133.43	NA	NA	NA	NA	NA	TATA-less	TAF1-enriched	TRUE
chrII	109947	110556	-	YBL059C-A	CMC2	TRUE	NA	G1	NA	NA	5.227399939	5.211079191	5.243720687	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.08773118	0.110001135	NA	4.68	12.96	0.0158	77.7	0	3.801	0.06	NA	NA	TRUE
chrVII	284400	286054	+	YGL119W	COQ8	TRUE	NA	G2_M	NA	NA	4.829183842	4.180144485	5.478223198	NA	stable		NA	NA	NA	0.078843539	0.043254833	0.011073557	-0.186302651	-0.1340717	0.322045135	-0.098050195	-0.06620695	15.54	11.25	0.0772	9.9	1	2.047	0.158	TATA-less	TAF1-enriched	TRUE
chrIX	347814	348524	-	YIL004C	BET1	TRUE	NA	S	NA	NA	4.256902828	3.928343172	4.585462483	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.18478788	-0.13696407	-0.152674363	14.05	13.98	0.0329	26.6	1	3.118	0.103	TATA-less	TAF1-enriched	TRUE
chrV	455059	456064	-	YER142C	MAG1	TRUE	NA	G2_M	NA	NA	NA	NA	NA	iESR cluster	stable		NA	NA	NA	0.02210447	0.019616079	0.06225051	0.061090449	0.043823182	0.226504819	0.113448504	0.151650298	15.13	2.71	0.0754	10.1	1	3.671	0.277	TATA-less	TAF1-enriched	TRUE
chrXIII	483881	486326	+	YMR108W	ILV2	TRUE	NA	S	NA	NA	6.42389882	5.989301173	6.858496467	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.721548362	0.071674552	0.440410188	33.38	49.95	NA	NA	NA	NA	NA	TATA-containing	TAF1-depleted	TRUE
chrIV	905255	907056	-	YDR219C	MFB1	TRUE	NA	S	NA	NA	3.53153391	2.517469128	4.545598691	NA	stable		NA	NA	NA	0.063278342	0.033065261	0.106974955	0.373111816	0.198052571	0.063063357	0.118903553	0.112718827	5.25	9.34	0.0699	11	1	1.76	0.123	TATA-less	TAF1-enriched	TRUE
chrVII	437363	437975	-	YGL031C	RPL24A	TRUE	NA	S	NA	NA	18.62939585	19.13896912	18.11982258	RP cluster	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.288588949	-0.151992838	-0.840456353	49.62	133.7	0.0152	83.6	1	33.06	0.503	NA	NA	TRUE
chrIV	337458	338192	+	YDL064W	UBC9	TRUE	NA	S	NA	NA	6.479768962	8.041514541	4.918023382	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.134170475	-0.25031419	-0.278761459	28.01	9.92	0.0375	22.7	1	8.004	0.3	NA	NA	TRUE
chrX	651873	652698	+	YJR123W	RPS5	TRUE	NA	S	NA	NA	19.32171503	20.807712	17.83571805	RP cluster	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.064839609	-0.39624658	-0.075032278	47.3	139.77	NA	NA	NA	NA	NA	TATA-less	TAF1-enriched	TRUE
chrIX	342475	342965	+	YIL008W	URM1	TRUE	NA	S	NA	NA	8.353403404	8.751675445	7.955131362	NA	stable		NA	NA	NA	0.181046704	0.191244089	0.059179122	-0.15043314	-0.119307804	0.755930611	-0.214464145	-0.131838839	13.83	30.21	0.076	10	1	5.848	0.445	TATA-less	TAF1-depleted	TRUE
chrXI	226422	228906	+	YKL112W	ABF1	TRUE	NA	G1	NA	NA	2.923475857	2.349558613	3.497393101	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.709691794	-0.1533552	0.143691604	10.25	21.47	0.0857	8.8	1	3.776	0.324	TATA-less	TAF1-enriched	TRUE
chrVI	248940	249919	-	YFR050C	PRE4	TRUE	NA	G2_M	NA	NA	7.160640825	6.28564085	8.035640799	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.167445255	0.209864145	0.13168	15.7	44.23	0.0697	11	1	10.17	0.709	TATA-less	TAF1-enriched	TRUE
chrIV	1189132	1189657	-	YDR357C	CNL1	TRUE	NA	G2_M	NA	NA	4.469051592	5.045630456	3.892472727	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.407898861	0.27738612	NA	6.3	6.98	0.0315	28.2	1	6.11	0.193	TATA-less	TAF1-depleted	TRUE
chrIV	450109	452708	-	YDR001C	NTH1	TRUE	NA	G2_M	G1	NA	6.763784477	5.654440548	7.873128405	iESR cluster	fragile		NA	NA	NA	0.11085777	0.040563193	0.126657043	0.155245362	0.107652013	-0.385059732	0.709601895	0.615146775	20.92	5.21	NA	NA	NA	NA	NA	TATA-containing	TAF1-depleted	TRUE
chrXIII	472756	475508	-	YMR104C	YPK2	TRUE	NA	G2_M	NA	NA	3.250494264	2.915395017	3.585593511	NA	stable		NA	NA	NA	0.137243367	0.11802258	-0.032626608	-0.179370902	-0.158737033	NA	0.480423069	0.571545478	NA	NA	0.0819	9.2	1	1.814	0.149	NA	NA	TRUE
chrIII	120799	122388	-	YCR005C	CIT2	TRUE	NA	G2_M	NA	NA	2.025974521	2.242630137	1.809318904	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	3.157772773	0.969146643	0.024495332	12.81	121.2	0.0432	19.1	1	7.651	0.331	TATA-containing	TAF1-depleted	TRUE
chrXI	339070	339512	-	YKL053C-A	MDM35	TRUE	NA	G2_M	NA	NA	4.854776229	7.177664137	2.531888321	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.079757301	0.299066429	-0.209087496	NA	NA	NA	NA	NA	NA	NA	TATA-less	TAF1-enriched	TRUE
