,chr,start,end,acc,strand
2082,chrV,387558,388008,YER112W,+
2083,chrV,387832,388282,YER113C,-
2084,chrV,390246,390696,YER114C,-
2085,chrV,394070,394520,YER115C,-
2086,chrV,394888,395338,YER116C,-
2087,chrV,397441,397891,YER117W,+
2088,chrV,397666,398116,YER118C,-
2089,chrV,399296,399746,YER119C,-
2090,chrV,400767,401217,YER119C-A,-
2091,chrV,401613,402063,YER120W,+
2092,chrV,402369,402819,YER121W,+
2093,chrV,402623,403073,YER122C,-
2094,chrV,406461,406911,YER123W,+
2095,chrV,406881,407331,YER124C,-
2096,chrV,412268,412718,YER125W,+
2097,chrV,413142,413592,YER126C,-
2098,chrV,415398,415848,YER127W,+
2099,chrV,416285,416735,YER128W,+
2100,chrV,420359,420809,YER129W,+
2101,chrV,421015,421465,YER130C,-
2102,chrV,424525,424975,YER131W,+
2103,chrV,425088,425538,YER132C,-
2104,chrV,433829,434279,YER133W,+
2105,chrV,436889,437339,YER134C,-
2106,chrV,437182,437632,YER133W-A,+
2107,chrV,437852,438302,YER135C,-
2108,chrV,440621,441071,YER136W,+
2109,chrV,441273,441723,YER137C,-
2110,chrV,441530,441980,YER137W-A,+
2111,chrV,449242,449692,YER138W-A,+
2112,chrV,450258,450708,YER139C,-
2113,chrV,452885,453335,YER140W,+
2114,chrV,454569,455019,YER141W,+
2115,chrV,455046,455496,YER142C,-
2116,chrV,457359,457809,YER143W,+
2117,chrV,457582,458032,YER144C,-
2118,chrV,460243,460693,YER145C,-
2119,chrV,462286,462736,YER145C-A,-
2120,chrV,462523,462973,YER146W,+
2121,chrV,462868,463318,YER147C,-
2122,chrV,465103,465553,YER147C-A,-
2123,chrV,465749,466199,YER148W,+
2124,chrV,466108,466558,YER149C,-
2125,chrV,466413,466863,YER148W-A,+
2126,chrV,468466,468916,YER150W,+
2127,chrV,469551,470001,YER151C,-
2128,chrV,472505,472955,YER152C,-
2129,chrV,473701,474151,YER152W-A,+
2130,chrV,473941,474391,YER153C,-
2131,chrV,475956,476406,YER154W,+
2132,chrV,476092,476542,YER155C,-
2133,chrV,483104,483554,YER156C,-
2134,chrV,486843,487293,YER157W,+
2135,chrV,488617,489067,YER158C,-
2136,chrV,491282,491732,YER159C,-
2137,chrV,491352,491802,YER158W-A,+
2138,chrV,498969,499419,YER161C,-
2139,chrV,500530,500980,YER162C,-
2140,chrV,502917,503367,YER163C,-
2141,chrV,509570,510020,YER164W,+
2142,chrV,511807,512257,YER165W,+
2143,chrV,512527,512977,YER165C-A,-
2144,chrV,517239,517689,YER166W,+
2145,chrV,520421,520871,YER167W,+
2146,chrV,520866,521316,YER168C,-
2147,chrV,525569,526019,YER169W,+
2148,chrV,526533,526983,YER170W,+
2149,chrV,529167,529617,YER171W,+
2150,chrV,529300,529750,YER172C,-
2151,chrV,536175,536625,YER172C-A,-
2152,chrV,537929,538379,YER173W,+
2153,chrV,538334,538784,YER174C,-
2154,chrV,539180,539630,YER175C,-
2155,chrV,540464,540914,YER175W-A,+
2156,chrV,544819,545269,YER176W,+
2157,chrV,546237,546687,YER177W,+
2158,chrV,547859,548309,YER178W,+
2159,chrV,549167,549617,YER179W,+
2160,chrV,549560,550010,YER180C,-
2161,chrV,550765,551215,YER180C-A,-
2162,chrV,551373,551823,YER181C,-
2163,chrV,553022,553472,YER182W,+
2164,chrV,553187,553637,YER183C,-
2165,chrV,555845,556295,YER184C,-
2166,chrV,560015,560465,YER185W,+
2167,chrV,561386,561836,YER186C,-
2168,chrV,566305,566755,YER187W,+
2169,chrV,568409,568859,YER188W,+
2170,chrV,569508,569958,YER188C-A,-
2171,chrV,569710,570160,TEL05R-XC,+
2172,chrV,571173,571623,YER189W,+
2173,chrV,574704,575154,YER190C-A,-
2174,chrV,575580,576030,YER190C-B,-
2175,chrV,576175,576625,YER190W,+
2176,chrV,576524,576974,TEL05R-YP,+
2177,chrVI,1,351,TEL06L-YP,-
2178,chrVI,185,635,YFL068W,+
2179,chrVI,1013,1463,YFL067W,+
2180,chrVI,1337,1787,YFL066C,-
2181,chrVI,2930,3380,YFL065C,-
2182,chrVI,3222,3672,YFL064C,-
2183,chrVI,4968,5418,TEL06L-XC,-
2184,chrVI,5171,5621,YFL063W,+
2185,chrVI,7215,7665,YFL062W,+
2186,chrVI,9872,10322,YFL061W,+
2187,chrVI,10201,10651,YFL060C,-
2188,chrVI,11909,12359,YFL059W,+
2189,chrVI,13601,14051,YFL058W,+
2190,chrVI,14091,14541,YFL057C,-
2191,chrVI,14693,15143,YFL056C,-
2192,chrVI,18330,18780,YFL055W,+
2193,chrVI,20684,21134,YFL054C,-
2194,chrVI,24848,25298,YFL053W,+
2195,chrVI,29279,29729,YFL052W,+
2196,chrVI,29958,30408,YFL051C,-
2197,chrVI,33172,33622,YFL050C,-
2198,chrVI,38479,38929,YFL049W,+
2199,chrVI,38625,39075,YFL048C,-
2200,chrVI,42215,42665,YFL047W,+
2201,chrVI,43191,43641,YFL046W,+
2202,chrVI,43368,43818,YFL045C,-
2203,chrVI,44495,44945,YFL044C,-
2204,chrVI,45556,46006,YFL042C,-
2205,chrVI,48575,49025,YFL041W-A,+
2206,chrVI,50671,51121,YFL041W,+
2207,chrVI,52622,53072,YFL040W,+
2208,chrVI,53083,53533,YFL039C,-
2209,chrVI,55163,55613,YFL038C,-
2210,chrVI,57359,57809,YFL037W,+
2211,chrVI,62487,62937,YFL036W,+
2212,chrVI,62916,63366,YFL034C-B,-
2213,chrVI,64061,64511,YFL034C-A,-
2214,chrVI,68348,68798,YFL034W,+
2215,chrVI,69015,69465,YFL033C,-
2216,chrVI,74842,75292,YFL032W,+
2217,chrVI,75914,76364,YFL031C-A,-
2218,chrVI,76212,76662,YFL031W,+
2219,chrVI,77887,78337,YFL030W,+
2220,chrVI,77955,78405,YFL029C,-
2221,chrVI,79166,79616,YFL028C,-
2222,chrVI,80260,80710,YFL027C,-
2223,chrVI,83525,83975,YFL026W,+
2224,chrVI,83869,84319,YFL025C,-
2225,chrVI,87339,87789,YFL024C,-
2226,chrVI,93115,93565,YFL023W,+
2227,chrVI,93294,93744,YFL022C,-
2228,chrVI,95661,96111,YFL021C-A,-
2229,chrVI,97148,97598,YFL021W,+
2230,chrVI,99131,99581,YFL020C,-
2231,chrVI,100152,100602,YFL019C,-
2232,chrVI,101433,101883,YFL018C,-
2233,chrVI,103666,104116,YFL017W-A,+
2234,chrVI,103693,104143,YFL017C,-
2235,chrVI,104601,105051,YFL016C,-
2236,chrVI,106369,106819,YFL015C,-
2237,chrVI,106382,106832,YFL015W-A,+
2238,chrVI,107426,107876,YFL014W,+
2239,chrVI,107681,108131,YFL013C,-
2240,chrVI,108252,108702,YFL013W-A,+
2241,chrVI,109834,110284,YFL012W-A,+
2242,chrVI,110743,111193,YFL012W,+
2243,chrVI,113635,114085,YFL011W,+
2244,chrVI,114865,115315,YFL010C,-
2245,chrVI,114924,115374,YFL010W-A,+
2246,chrVI,118221,118671,YFL009W,+
2247,chrVI,122848,123298,YFL008W,+
2248,chrVI,129632,130082,YFL007W,+
2249,chrVI,130847,131297,YFL005W,+
2250,chrVI,134018,134468,YFL004W,+
2251,chrVI,134421,134871,YFL003C,-
2252,chrVI,144877,145327,YFL002C,-
2253,chrVI,148109,148559,YFL001W,+
2254,chrVI,149444,149894,YFR001W,+
2255,chrVI,152271,152721,YFR002W,+
2256,chrVI,152358,152808,YFR003C,-
2257,chrVI,153963,154413,YFR004W,+
2258,chrVI,154420,154870,YFR005C,-
2259,chrVI,157470,157920,YFR006W,+
2260,chrVI,160070,160520,YFR007W,+
2261,chrVI,161193,161643,YFR008W,+
2262,chrVI,163782,164232,YFR009W-A,+
2263,chrVI,164475,164925,YFR009W,+
2264,chrVI,166216,166666,YFR010W,+
2265,chrVI,166472,166922,YFR011C,-
2266,chrVI,166566,167016,YFR010W-A,+
2267,chrVI,168146,168596,YFR012W,+
2268,chrVI,168960,169410,YFR012W-A,+
2269,chrVI,172087,172537,YFR013W,+
2270,chrVI,172208,172658,YFR014C,-
2271,chrVI,174017,174467,YFR015C,-
2272,chrVI,176887,177337,YFR016C,-
2273,chrVI,182089,182539,YFR017C,-
2274,chrVI,183031,183481,YFR018C,-
2275,chrVI,191048,191498,YFR019W,+
2276,chrVI,193085,193535,YFR020W,+
2277,chrVI,196049,196499,YFR021W,+
2278,chrVI,198774,199224,YFR022W,+
2279,chrVI,201359,201809,YFR023W,+
2280,chrVI,201699,202149,YFR024C-A,-
2281,chrVI,203505,203955,YFR025C,-
2282,chrVI,205553,206003,YFR026C,-
2283,chrVI,207911,208361,YFR028C,-
2284,chrVI,207947,208397,YFR027W,+
2285,chrVI,212663,213113,YFR029W,+
2286,chrVI,216069,216519,YFR030W,+
2287,chrVI,216432,216882,YFR031C,-
2288,chrVI,220366,220816,YFR031C-A,-
2289,chrVI,221990,222440,YFR032C,-
2290,chrVI,223118,223568,YFR032C-A,-
2291,chrVI,223610,224060,YFR032C-B,-
2292,chrVI,224226,224676,YFR033C,-
2293,chrVI,224920,225370,YFR034C,-
2294,chrVI,225959,226409,YFR034W-A,+
2295,chrVI,226021,226471,YFR035C,-
2296,chrVI,226987,227437,YFR036W,+
2297,chrVI,227232,227682,YFR037C,-
2298,chrVI,227751,228201,YFR036W-A,+
2299,chrVI,231670,232120,YFR038W,+
2300,chrVI,231912,232362,YFR039C,-
2301,chrVI,236900,237350,YFR040W,+
2302,chrVI,237268,237718,YFR041C,-
2303,chrVI,238794,239244,YFR042W,+
2304,chrVI,239014,239464,YFR043C,-
2305,chrVI,239892,240342,YFR044C,-
2306,chrVI,242649,243099,YFR045W,+
2307,chrVI,242974,243424,YFR046C,-
2308,chrVI,244179,244629,YFR047C,-
2309,chrVI,247818,248268,YFR048W,+
2310,chrVI,248660,249110,YFR049W,+
2311,chrVI,248966,249416,YFR050C,-
2312,chrVI,249977,250427,YFR051C,-
2313,chrVI,252995,253445,YFR052W,+
2314,chrVI,253329,253779,YFR052C-A,-
2315,chrVI,253443,253893,YFR053C,-
2316,chrVI,258755,259205,YFR054C,-
2317,chrVI,263857,264307,YFR056C,-
2318,chrVI,265334,265784,YFR055W,+
2319,chrVI,269166,269616,YFR057W,+
2320,chrVII,3740,4190,YGL263W,+
2321,chrVII,5489,5939,YGL262W,+
2322,chrVII,6190,6640,YGL261C,-
2323,chrVII,6740,7190,YGL260W,+
2324,chrVII,8617,9067,YGL259W,+
2325,chrVII,9486,9936,YGL258W-A,+
2326,chrVII,11380,11830,YGL258W,+
2327,chrVII,12261,12711,YGL257C,-
2328,chrVII,16065,16515,YGL256W,+
2329,chrVII,21758,22208,YGL255W,+
2330,chrVII,23021,23471,YGL254W,+
2331,chrVII,25239,25689,YGL253W,+
2332,chrVII,25618,26068,YGL252C,-
2333,chrVII,27821,28271,YGL251C,-
2334,chrVII,32554,33004,YGL250W,+
2335,chrVII,34995,35445,YGL249W,+
2336,chrVII,36469,36919,YGL248W,+
2337,chrVII,37277,37727,YGL247W,+
2338,chrVII,37396,37846,YGL246C,-
2339,chrVII,40862,41312,YGL245W,+
2340,chrVII,42824,43274,YGL244W,+
2341,chrVII,44261,44711,YGL243W,+
2342,chrVII,44552,45002,YGL242C,-
2343,chrVII,48215,48665,YGL241W,+
2344,chrVII,49043,49493,YGL240W,+
2345,chrVII,49331,49781,YGL239C,-
2346,chrVII,52186,52636,YGL238W,+
2347,chrVII,52495,52945,YGL237C,-
2348,chrVII,53663,54113,YGL236C,-
2349,chrVII,55465,55915,YGL235W,+
2350,chrVII,58643,59093,YGL234W,+
2351,chrVII,61571,62021,YGL233W,+
2352,chrVII,62652,63102,YGL232W,+
2353,chrVII,62796,63246,YGL231C,-
2354,chrVII,63672,64122,YGL230C,-
2355,chrVII,64403,64853,YGL229C,-
2356,chrVII,68981,69431,YGL228W,+
2357,chrVII,72197,72647,YGL227W,+
2358,chrVII,72500,72950,YGL226C-A,-
2359,chrVII,73428,73878,YGL226W,+
2360,chrVII,77744,78194,YGL225W,+
2361,chrVII,77915,78365,YGL224C,-
2362,chrVII,78968,79418,YGL223C,-
2363,chrVII,80407,80857,YGL222C,-
2364,chrVII,81244,81694,YGL221C,-
2365,chrVII,82569,83019,YGL220W,+
2366,chrVII,82699,83149,YGL219C,-
2367,chrVII,83950,84400,YGL218W,+
2368,chrVII,84739,85189,YGL217C,-
2369,chrVII,87000,87450,YGL216W,+
2370,chrVII,88989,89439,YGL215W,+
2371,chrVII,89912,90362,YGL213C,-
2372,chrVII,90145,90595,YGL214W,+
2373,chrVII,92032,92482,YGL212W,+
2374,chrVII,93341,93791,YGL211W,+
2375,chrVII,94226,94676,YGL210W,+
2376,chrVII,96790,97240,YGL209W,+
2377,chrVII,98370,98820,YGL208W,+
2378,chrVII,101859,102309,YGL207W,+
2379,chrVII,102044,102494,YGL206C,-
2380,chrVII,110250,110700,YGL205W,+
2381,chrVII,111600,112050,YGL204C,-
2382,chrVII,112375,112825,YGL203C,-
2383,chrVII,117302,117752,YGL202W,+
2384,chrVII,117754,118204,YGL201C,-
2385,chrVII,122491,122941,YGL200C,-
2386,chrVII,123472,123922,YGL199C,-
2387,chrVII,123997,124447,YGL198W,+
2388,chrVII,129108,129558,YGL197W,+
2389,chrVII,131004,131454,YGL196W,+
2390,chrVII,139193,139643,YGL195W,+
2391,chrVII,139463,139913,YGL194C-A,-
2392,chrVII,140268,140718,YGL194C,-
2393,chrVII,141770,142220,YGL193C,-
2394,chrVII,143698,144148,YGL192W,+
2395,chrVII,145120,145570,YGL191W,+
2396,chrVII,145709,146159,YGL190C,-
2397,chrVII,148070,148520,YGL189C,-
2398,chrVII,148724,149174,YGL188C-A,-
2399,chrVII,149243,149693,YGL188C,-
2400,chrVII,149559,150009,YGL187C,-
2401,chrVII,150898,151348,YGL186C,-
2402,chrVII,152998,153448,YGL185C,-
2403,chrVII,154495,154945,YGL184C,-
2404,chrVII,156443,156893,YGL183C,-
2405,chrVII,157173,157623,YGL182C,-
2406,chrVII,158865,159315,YGL181W,+
2407,chrVII,162408,162858,YGL180W,+
2408,chrVII,163309,163759,YGL179C,-
2409,chrVII,167556,168006,YGL177W,+
2410,chrVII,170221,170671,YGL178W,+
2411,chrVII,171315,171765,YGL176C,-
2412,chrVII,173185,173635,YGL175C,-
2413,chrVII,175192,175642,YGL174W,+
2414,chrVII,175222,175672,YGL173C,-
2415,chrVII,181870,182320,YGL172W,+
2416,chrVII,183734,184184,YGL171W,+
2417,chrVII,184053,184503,YGL170C,-
2418,chrVII,187033,187483,YGL169W,+
2419,chrVII,187360,187810,YGL167C,-
2420,chrVII,187446,187896,YGL168W,+
2421,chrVII,191298,191748,YGL165C,-
2422,chrVII,191615,192065,YGL166W,+
2423,chrVII,191878,192328,YGL164C,-
2424,chrVII,193481,193931,YGL163C,-
2425,chrVII,198827,199277,YGL162W,+
2426,chrVII,198969,199419,YGL161C,-
2427,chrVII,201923,202373,YGL160W,+
2428,chrVII,203858,204308,YGL159W,+
2429,chrVII,208221,208671,YGL158W,+
2430,chrVII,209699,210149,YGL157W,+
2431,chrVII,213317,213767,YGL156W,+
2432,chrVII,215096,215546,YGL155W,+
2433,chrVII,215177,215627,YGL154C,-
2434,chrVII,216592,217042,YGL152C,-
2435,chrVII,217003,217453,YGL153W,+
2436,chrVII,220643,221093,YGL151W,+
2437,chrVII,221004,221454,YGL150C,-
2438,chrVII,225527,225977,YGL149W,+
2439,chrVII,227290,227740,YGL148W,+
2440,chrVII,227529,227979,YGL147C,-
2441,chrVII,228651,229101,YGL146C,-
2442,chrVII,232138,232588,YGL145W,+
2443,chrVII,232273,232723,YGL144C,-
2444,chrVII,234511,234961,YGL143C,-
2445,chrVII,235994,236444,YGL142C,-
2446,chrVII,240735,241185,YGL141W,+
2447,chrVII,241253,241703,YGL140C,-
2448,chrVII,247774,248224,YGL139W,+
2449,chrVII,248394,248844,YGL138C,-
2450,chrVII,252580,253030,YGL137W,+
2451,chrVII,252677,253127,YGL136C,-
2452,chrVII,255044,255494,YGL135W,+
2453,chrVII,256698,257148,YGL134W,+
2454,chrVII,261151,261601,YGL133W,+
2455,chrVII,261548,261998,YGL131C,-
2456,chrVII,261565,262015,YGL132W,+
2457,chrVII,267276,267726,YGL130W,+
2458,chrVII,267487,267937,YGL129C,-
2459,chrVII,269193,269643,YGL128C,-
2460,chrVII,270218,270668,YGL127C,-
2461,chrVII,271789,272239,YGL126W,+
2462,chrVII,273972,274422,YGL125W,+
2463,chrVII,274680,275130,YGL124C,-
2464,chrVII,277534,277984,YGL123C-A,-
2465,chrVII,278129,278579,YGL123W,+
2466,chrVII,278846,279296,YGL122C,-
2467,chrVII,280520,280970,YGL121C,-
2468,chrVII,281412,281862,YGL120C,-
2469,chrVII,285597,286047,YGL119W,+
2470,chrVII,287914,288364,YGL118C,-
2471,chrVII,289053,289503,YGL117W,+
2472,chrVII,291388,291838,YGL116W,+
2473,chrVII,292737,293187,YGL115W,+
2474,chrVII,295287,295737,YGL114W,+
2475,chrVII,297846,298296,YGL113W,+
2476,chrVII,297948,298398,YGL112C,-
2477,chrVII,301190,301640,YGL111W,+
2478,chrVII,301343,301793,YGL110C,-
2479,chrVII,303486,303936,YGL109W,+
2480,chrVII,303549,303999,YGL108C,-
2481,chrVII,304142,304592,YGL107C,-
2482,chrVII,306755,307205,YGL106W,+
2483,chrVII,308346,308796,YGL105W,+
2484,chrVII,308480,308930,YGL104C,-
2485,chrVII,311405,311855,YGL102C,-
2486,chrVII,311663,312113,YGL103W,+
2487,chrVII,312746,313196,YGL101W,+
2488,chrVII,314028,314478,YGL100W,+
2489,chrVII,316250,316700,YGL099W,+
2490,chrVII,317729,318179,YGL098W,+
2491,chrVII,322963,323413,YGL097W,+
2492,chrVII,325811,326261,YGL096W,+
2493,chrVII,328774,329224,YGL095C,-
2494,chrVII,331018,331468,YGL094C,-
2495,chrVII,337332,337782,YGL093W,+
2496,chrVII,341629,342079,YGL092W,+
2497,chrVII,341807,342257,YGL091C,-
2498,chrVII,344369,344819,YGL090W,+
2499,chrVII,344513,344963,YGL089C,-
2500,chrVII,345851,346301,YGL088W,+
2501,chrVII,346192,346642,YGL087C,-
2502,chrVII,349088,349538,YGL086W,+
2503,chrVII,350281,350731,YGL085W,+
2504,chrVII,350436,350886,YGL084C,-
2505,chrVII,355269,355719,YGL083W,+
2506,chrVII,356818,357268,YGL082W,+
2507,chrVII,357989,358439,YGL081W,+
2508,chrVII,358743,359193,YGL080W,+
2509,chrVII,359897,360347,YGL079W,+
2510,chrVII,360188,360638,YGL078C,-
2511,chrVII,362047,362497,YGL077C,-
2512,chrVII,364153,364603,YGL076C,-
2513,chrVII,366472,366922,YGL075C,-
2514,chrVII,368496,368946,YGL074C,-
2515,chrVII,370903,371353,YGL072C,-
2516,chrVII,370967,371417,YGL073W,+
2517,chrVII,373839,374289,YGL071W,+
2518,chrVII,374143,374593,YGL070C,-
2519,chrVII,374950,375400,YGL069C,-
2520,chrVII,375435,375885,YGL068W,+
2521,chrVII,376943,377393,YGL067W,+
2522,chrVII,379525,379975,YGL065C,-
2523,chrVII,379531,379981,YGL066W,+
2524,chrVII,381423,381873,YGL064C,-
2525,chrVII,384402,384852,YGL063C-A,-
2526,chrVII,384815,385265,YGL063W,+
2527,chrVII,388445,388895,YGL062W,+
2528,chrVII,388765,389215,YGL061C,-
2529,chrVII,391738,392188,YGL060W,+
2530,chrVII,393407,393857,YGL059W,+
2531,chrVII,394154,394604,YGL058W,+
2532,chrVII,394672,395122,YGL057C,-
2533,chrVII,395935,396385,YGL056C,-
2534,chrVII,399873,400323,YGL055W,+
2535,chrVII,400688,401138,YGL054C,-
2536,chrVII,403123,403573,YGL053W,+
2537,chrVII,403392,403842,YGL052W,+
2538,chrVII,404141,404591,YGL051W,+
2539,chrVII,406247,406697,YGL050W,+
2540,chrVII,406661,407111,YGL049C,-
2541,chrVII,409875,410325,YGL048C,-
2542,chrVII,411844,412294,YGL047W,+
2543,chrVII,415586,416036,YGL045W,+
2544,chrVII,415912,416362,YGL044C,-
2545,chrVII,418188,418638,YGL042C,-
2546,chrVII,418289,418739,YGL043W,+
2547,chrVII,418442,418892,YGL041C-B,-
2548,chrVII,418922,419372,YGL041C,-
2549,chrVII,419073,419523,YGL041W-A,+
2550,chrVII,419206,419656,YGL040C,-
2551,chrVII,424787,425237,YGL039W,+
2552,chrVII,425176,425626,YGL038C,-
2553,chrVII,427061,427511,YGL037C,-
2554,chrVII,430980,431430,YGL036W,+
2555,chrVII,431448,431898,YGL035C,-
2556,chrVII,433114,433564,YGL034C,-
2557,chrVII,436262,436712,YGL033W,+
2558,chrVII,436470,436920,YGL032C,-
2559,chrVII,437247,437697,YGL031C,-
2560,chrVII,439394,439844,YGL030W,+
2561,chrVII,440075,440525,YGL029W,+
2562,chrVII,440885,441335,YGL028C,-
2563,chrVII,443459,443909,YGL027C,-
2564,chrVII,446232,446682,YGL026C,-
2565,chrVII,448583,449033,YGL025C,-
2566,chrVII,449773,450223,YGL024W,+
2567,chrVII,450097,450547,YGL023C,-
2568,chrVII,454304,454754,YGL022W,+
2569,chrVII,456829,457279,YGL021W,+
2570,chrVII,456999,457449,YGL020C,-
2571,chrVII,458733,459183,YGL019W,+
2572,chrVII,458754,459204,YGL018C,-
2573,chrVII,461076,461526,YGL017W,+
2574,chrVII,464746,465196,YGL016W,+
2575,chrVII,464895,465345,YGL015C,-
2576,chrVII,466137,466587,YGL014C-A,-
2577,chrVII,468537,468987,YGL014W,+
2578,chrVII,468954,469404,YGL013C,-
2579,chrVII,474036,474486,YGL012W,+
2580,chrVII,474265,474715,YGL011C,-
2581,chrVII,475932,476382,YGL010W,+
2582,chrVII,476084,476534,YGL009C,-
2583,chrVII,479748,480198,YGL008C,-
2584,chrVII,482841,483291,YGL007C-A,-
2585,chrVII,483287,483737,YGL007W,+
2586,chrVII,485183,485633,YGL006W-A,+
2587,chrVII,489161,489611,YGL006W,+
2588,chrVII,489608,490058,YGL005C,-
2589,chrVII,490603,491053,YGL004C,-
2590,chrVII,492374,492824,YGL003C,-
2591,chrVII,494995,495445,YGL002W,+
2592,chrVII,495173,495623,YGL001C,-
2593,chrVII,497033,497483,YGR001C,-
2594,chrVII,498111,498561,YGR002C,-
2595,chrVII,502263,502713,YGR003W,+
2596,chrVII,504226,504676,YGR004W,+
2597,chrVII,504557,505007,YGR005C,-
2598,chrVII,506475,506925,YGR006W,+
2599,chrVII,507740,508190,YGR007W,+
2600,chrVII,507863,508313,YGR008C,-
2601,chrVII,508894,509344,YGR009C,-
2602,chrVII,512473,512923,YGR011W,+
2603,chrVII,512649,513099,YGR010W,+
2604,chrVII,514038,514488,YGR012W,+
2605,chrVII,516066,516516,YGR013W,+
2606,chrVII,520646,521096,YGR014W,+
2607,chrVII,520796,521246,YGR015C,-
2608,chrVII,522668,523118,YGR016W,+
2609,chrVII,524265,524715,YGR018C,-
2610,chrVII,524450,524900,YGR017W,+
2611,chrVII,526388,526838,YGR019W,+
2612,chrVII,526722,527172,YGR020C,-
2613,chrVII,528235,528685,YGR021W,+
2614,chrVII,529157,529607,YGR022C,-
2615,chrVII,530569,531019,YGR023W,+
2616,chrVII,531783,532233,YGR024C,-
2617,chrVII,532591,533041,YGR025W,+
2618,chrVII,533645,534095,YGR026W,+
2619,chrVII,533881,534331,YGR027C,-
2620,chrVII,543080,543530,YGR028W,+
2621,chrVII,543956,544406,YGR029W,+
2622,chrVII,545504,545954,YGR030C,-
2623,chrVII,546709,547159,YGR031C-A,-
2624,chrVII,547435,547885,YGR031W,+
2625,chrVII,553680,554130,YGR032W,+
2626,chrVII,553856,554306,YGR033C,-
2627,chrVII,556390,556840,YGR034W,+
2628,chrVII,556972,557422,YGR035C,-
2629,chrVII,557436,557886,YGR035W-A,+
2630,chrVII,557835,558285,YGR036C,-
2631,chrVII,559452,559902,YGR037C,-
2632,chrVII,561136,561586,YGR038W,+
2633,chrVII,574849,575299,YGR039W,+
2634,chrVII,576602,577052,YGR040W,+
2635,chrVII,578895,579345,YGR041W,+
2636,chrVII,580034,580484,YGR042W,+
2637,chrVII,580152,580602,YGR043C,-
2638,chrVII,582684,583134,YGR044C,-
2639,chrVII,583834,584284,YGR045C,-
2640,chrVII,585896,586346,YGR046W,+
2641,chrVII,586292,586742,YGR047C,-
2642,chrVII,590648,591098,YGR048W,+
2643,chrVII,591765,592215,YGR049W,+
2644,chrVII,591986,592436,YGR050C,-
2645,chrVII,592806,593256,YGR051C,-
2646,chrVII,594355,594805,YGR052W,+
2647,chrVII,594825,595275,YGR053C,-
2648,chrVII,598351,598801,YGR054W,+
2649,chrVII,600897,601347,YGR055W,+
2650,chrVII,604183,604633,YGR056W,+
2651,chrVII,604342,604792,YGR057C,-
2652,chrVII,606793,607243,YGR058W,+
2653,chrVII,609125,609575,YGR059W,+
2654,chrVII,611148,611598,YGR060W,+
2655,chrVII,611720,612170,YGR061C,-
2656,chrVII,616153,616603,YGR062C,-
2657,chrVII,617369,617819,YGR063C,-
2658,chrVII,617639,618089,YGR064W,+
2659,chrVII,617977,618427,YGR065C,-
2660,chrVII,620821,621271,YGR066C,-
2661,chrVII,622272,622722,YGR067C,-
2662,chrVII,624831,625281,YGR068C,-
2663,chrVII,626039,626489,YGR068W-A,+
2664,chrVII,627068,627518,YGR069W,+
2665,chrVII,630923,631373,YGR070W,+
2666,chrVII,631381,631831,YGR071C,-
2667,chrVII,635117,635567,YGR072W,+
2668,chrVII,635515,635965,YGR073C,-
2669,chrVII,635606,636056,YGR075C,-
2670,chrVII,636108,636558,YGR074W,+
2671,chrVII,636922,637372,YGR076C,-
2672,chrVII,637610,638060,YGR077C,-
2673,chrVII,639597,640047,YGR078C,-
2674,chrVII,641556,642006,YGR079W,+
2675,chrVII,642746,643196,YGR080W,+
2676,chrVII,642912,643362,YGR081C,-
2677,chrVII,644399,644849,YGR082W,+
2678,chrVII,644760,645210,YGR083C,-
2679,chrVII,646950,647400,YGR084C,-
2680,chrVII,648190,648640,YGR085C,-
2681,chrVII,649219,649669,YGR086C,-
2682,chrVII,651190,651640,YGR087C,-
2683,chrVII,655972,656422,YGR088W,+
2684,chrVII,659420,659870,YGR089W,+
2685,chrVII,665721,666171,YGR090W,+
2686,chrVII,667626,668076,YGR091W,+
2687,chrVII,669840,670290,YGR092W,+
2688,chrVII,671561,672011,YGR093W,+
2689,chrVII,675150,675600,YGR094W,+
2690,chrVII,675531,675981,YGR095C,-
2691,chrVII,677289,677739,YGR096W,+
2692,chrVII,682051,682501,YGR097W,+
2693,chrVII,682202,682652,YGR098C,-
2694,chrVII,689684,690134,YGR099W,+
2695,chrVII,692845,693295,YGR100W,+
2696,chrVII,694147,694597,YGR101W,+
2697,chrVII,694315,694765,YGR102C,-
2698,chrVII,696884,697334,YGR103W,+
2699,chrVII,697319,697769,YGR104C,-
2700,chrVII,698563,699013,YGR105W,+
2701,chrVII,698788,699238,YGR106C,-
2702,chrVII,702766,703216,YGR107W,+
2703,chrVII,704701,705151,YGR108W,+
2704,chrVII,705259,705709,YGR109C,-
2705,chrVII,714705,715155,YGR110W,+
2706,chrVII,716804,717254,YGR111W,+
2707,chrVII,718351,718801,YGR112W,+
2708,chrVII,719814,720264,YGR113W,+
2709,chrVII,720165,720615,YGR114C,-
2710,chrVII,720272,720722,YGR115C,-
2711,chrVII,724414,724864,YGR116W,+
2712,chrVII,724700,725150,YGR117C,-
2713,chrVII,727560,728010,YGR118W,+
2714,chrVII,727857,728307,YGR119C,-
2715,chrVII,729766,730216,YGR120C,-
2716,chrVII,731211,731661,YGR121C,-
2717,chrVII,733277,733727,YGR121W-A,+
2718,chrVII,735010,735460,YGR122W,+
2719,chrVII,735530,735980,YGR122C-A,-
2720,chrVII,736562,737012,YGR123C,-
